# _tick,_time,step,pg_loss,value_loss,dist_entropy,train:mean_episode_return,train:median_episode_return,test:mean_episode_return,test:median_episode_return,train_eval:mean_episode_return,train_eval:median_episode_return,sps,train:success_rate,train_eval:success_rate,test:success_rate
61,1624921779.3504236,101597184,-0.0018464737562074636,0.02752994008672734,0.18946069230635962,0.9419133,0.94375,0.74489796,0.9276786,0.9345663,0.9345664,4979.460414181945,1.0,1.0,0.8
62,1624922097.787452,103235584,-0.0004190669084588687,0.04465622974870106,0.18731219073136648,0.9453572,0.94375,0.7748724,0.9357143,0.934796,0.9380102,5123.794832076437,1.0,1.0,0.9
63,1624922430.2596917,104873984,0.0016230185671399038,0.042042208913092814,0.18732227260867754,0.93915826,0.9380102,0.79806125,0.9299745,0.94535714,0.94719386,4910.462986944452,1.0,1.0,0.9
64,1624922755.1357663,106512384,-0.0018953127631296713,0.04814939138789972,0.290459210673968,0.94053584,0.94260204,0.6368623,0.8955357,0.9373215,0.94260204,5075.272351826349,1.0,1.0,0.7
65,1624923066.496246,108150784,-0.0012154419091530144,0.11108679696917534,0.32296571259697276,0.9393877,0.9391582,0.8446684,0.9357143,0.9419133,0.9403061,5224.8697506607705,1.0,1.0,0.9
66,1624923374.7742314,109789184,-0.0041356777073815465,0.0576698276369522,0.2769046251972516,0.94696426,0.9460459,0.7111479,0.9311224,0.84397966,0.9403061,5339.552998150243,1.0,0.9,0.8
67,1624923696.3986676,111427584,-0.0006610980878273646,0.05501078333084782,0.19747605298956236,0.9451276,0.94719386,0.90517855,0.92423475,0.93915826,0.94375,5070.021526224451,1.0,1.0,1.0
68,1624924023.4920092,113065984,-0.006923483975697309,0.02726184658240527,0.22433097722629705,0.93525517,0.9322704,0.931352,0.9357143,0.94283164,0.94145405,5093.320032453487,1.0,1.0,1.0
69,1624924347.6692393,114704384,-0.0018428732291795313,0.0323400873846064,0.2593188490718603,0.9389286,0.94260204,0.928597,0.9334184,0.93617344,0.9322704,5061.28052258585,1.0,1.0,1.0
70,1624924674.8998728,116342784,-0.0036848470529851816,0.007226721829889963,0.16415481393535933,0.9407654,0.9391582,0.7796939,0.91849494,0.9409949,0.9391582,5073.033836882713,1.0,1.0,0.9
71,1624924995.0663843,117981184,-0.0016369003472694506,0.027992892855157454,0.19012045549849668,0.8709694,0.9288265,0.9302041,0.9403061,0.9444388,0.94260204,5112.42668845817,1.0,1.0,1.0
72,1624925318.8381746,119619584,-0.00024507604151343304,0.03346054481031994,0.211919949700435,0.94214284,0.94489795,0.91482145,0.9391582,0.94260204,0.9380102,5018.45894513076,1.0,1.0,1.0
73,1624925656.8876238,121257984,-0.0016184305616964896,0.003682907719242697,0.1690556307633718,0.9446684,0.94489795,0.84007645,0.9311224,0.9442092,0.94375,4899.875360188839,1.0,1.0,0.9
74,1624925981.484273,122896384,-0.0008978835345866779,0.06988442953055103,0.3078207013507684,0.9359438,0.9403061,0.9079337,0.90816325,0.94099486,0.94375,4990.599003970031,1.0,1.0,1.0
75,1624926300.0779965,124534784,-0.0026793076928394535,0.03993903690328201,0.2579505325605472,0.93915814,0.93571424,0.88084185,0.9334184,0.93433666,0.9357143,5145.354615483626,1.0,1.0,1.0
76,1624926624.6405292,126173184,-0.005090985408363243,0.015593634607891241,0.19634423529108366,0.94076526,0.94489795,0.8253826,0.9196428,0.9279081,0.9288265,5051.696080207101,1.0,1.0,0.9
